(-5,-5,0)
(-4,-6,0)
(-6,-6,0)
(-5,-7,0)
(-7,-7,0)
(-6,-8,0)
(-8,-8,0)
(-7,-9,0)
(-9,-9,0)
(-8,-10,0)
(-10,-10,0)
(-9,-11,0)
(-11,-11,0)
(-10,-12,0)
(-12,-12,0)
(-11,-13,0)
(-13,-13,0)
(-12,-14,0)
(-14,-14,0)
(-13,-15,0)
(-15,-15,0)
(-14,-16,0)
(-16,-16,0)
(-15,-17,0)
(-17,-17,0)
(-16,-18,0)
(-18,-18,0)
(-17,-19,0)
(-19,-19,0)
(-18,-20,0)
(-20,-20,0)
(-19,-21,0)
(-21,-21,0)
(-20,-22,0)
(-22,-22,0)
(-21,-23,0)
(-23,-23,0)
(-22,-24,0)
(-24,-24,0)
(-23,-25,0)
(-25,-25,0)
(3.289,-26.49249,0)
(34.25488,-21.04507,0)
(-32.44781,7.264118,0)
(-31.48307,15.20573,0)
(-29.76682,21.04135,0)
(-3,-3,0)
(-2,-4,0)
(-4,-4,0)
(-3,-5,0)
(-5,-5,0)
(-4,-6,0)
(-6,-6,0)
(-5,-7,0)
(-7,-7,0)
(-6,-8,0)
(-8,-8,0)
(-7,-9,0)
(-9,-9,0)
(-8,-10,0)
(-10,-10,0)
(-9,-11,0)
(-11,-11,0)
(-10,-12,0)
(-12,-12,0)
(-11,-13,0)
(-13,-13,0)
(-12,-14,0)
(-14,-14,0)
(-13,-15,0)
(-15,-15,0)
(-14,-16,0)
(-16,-16,0)
(-15,-17,0)
(-17,-17,0)
(-16,-18,0)
(-18,-18,0)
(-17,-19,0)
(-19,-19,0)
(-18,-20,0)
(-20,-20,0)
(-19,-21,0)
(-21,-21,0)
(-20,-22,0)
(-22,-22,0)
(-21,-23,0)
(-23,-23,0)
(-22,-24,0)
(-24,-24,0)
(-23,-25,0)
(-25,-25,0)
(3.289,-26.49249,0)
(-32.44781,7.264118,0)
(-31.48307,15.20573,0)
(51.67686,6.043323,0)
(54.60167,11.28217,0)
(66.30088,32.23756,0)
(74.58782,47.08097,0)
(-3,-3,0)
(-2,-4,0)
(-4,-4,0)
(-3,-5,0)
(-5,-5,0)
(-4,-6,0)
(-6,-6,0)
(-5,-7,0)
(-7,-7,0)
(-6,-8,0)
(-8,-8,0)
(-7,-9,0)
(-9,-9,0)
(-8,-10,0)
(-10,-10,0)
(-9,-11,0)
(-11,-11,0)
(-10,-12,0)
(-12,-12,0)
(-11,-13,0)
(-13,-13,0)
(-12,-14,0)
(-14,-14,0)
(-13,-15,0)
(-15,-15,0)
(-14,-16,0)
(-16,-16,0)
(-15,-17,0)
(-17,-17,0)
(-16,-18,0)
(-18,-18,0)
(-17,-19,0)
(-19,-19,0)
(-18,-20,0)
(-20,-20,0)
(-19,-21,0)
(-21,-21,0)
(-20,-22,0)
(-22,-22,0)
(-21,-23,0)
(-23,-23,0)
(-22,-24,0)
(-24,-24,0)
(-23,-25,0)
(-25,-25,0)
(3.289,-26.49249,0)
(51.67686,6.043323,0)
(54.60167,11.28217,0)
(-59.22975,7.062091,0)
(66.30088,32.23756,0)
(-79.62432,37.93379,0)
(74.58782,47.08097,0)
(-82.38034,42.10564,0)
(-89.96625,53.87334,0)
(84.1524,64.64694,0)
(-3,-3,0)
(-2,-4,0)
(-4,-4,0)
(-3,-5,0)
(-5,-5,0)
(-4,-6,0)
(-6,-6,0)
(-5,-7,0)
(-7,-7,0)
(-6,-8,0)
(-8,-8,0)
(-7,-9,0)
(-9,-9,0)
(-8,-10,0)
(-10,-10,0)
(-9,-11,0)
(-11,-11,0)
(-10,-12,0)
(-12,-12,0)
(-11,-13,0)
(-13,-13,0)
(-12,-14,0)
(-14,-14,0)
(-13,-15,0)
(-15,-15,0)
(-14,-16,0)
(-16,-16,0)
(-15,-17,0)
(-17,-17,0)
(-16,-18,0)
(-18,-18,0)
(-17,-19,0)
(-19,-19,0)
(-18,-20,0)
(-20,-20,0)
(-19,-21,0)
(-21,-21,0)
(-20,-22,0)
(-22,-22,0)
(-21,-23,0)
(-23,-23,0)
(-22,-24,0)
(-24,-24,0)
(-23,-25,0)
(-25,-25,0)
(-24,-26,0)
(-26,-26,0)
(-25,-27,0)
(-27,-27,0)
(-26,-28,0)
(-28,-28,0)
(-27,-29,0)
(-29,-29,0)
(-28,-30,0)
(-30,-30,0)
(-29,-31,0)
(15.60404,-31.56363,0)
(-31,-31,0)
(-30,-32,0)
(-32,-32,0)
(-31,-33,0)
(8.944031,-33.7187,0)
(-33,-33,0)
(-32,-34,0)
(-34,-34,0)
(-33,-35,0)
(3.235455,-35.56591,0)
(-35,-35,0)
(-34,-36,0)
(0.3811674,-36.48951,0)
(-36,-36,0)
(-35,-37,0)
(-37,-37,0)
(-36,-38,0)
(-38,-38,0)
(-37,-39,0)
(-10.08455,-39.87605,0)
(-39,-39,0)
(-38,-40,0)
(-40,-40,0)
(-39,-41,0)
(-41,-41,0)
(-40,-42,0)
(-18.64742,-42.64685,0)
(-42,-42,0)
(-41,-43,0)
(-43,-43,0)
(-42,-44,0)
(-44,-44,0)
(-43,-45,0)
(-45,-45,0)
(-44,-46,0)
(-31.016,-46.64913,0)
(-46,-46,0)
(-45,-47,0)
(-33.87029,-47.57273,0)
(-47,-47,0)
(-46,-48,0)
(-48,-48,0)
(-47,-49,0)
(-40.53029,-49.7278,0)
(-49,-49,0)
(-48,-50,0)
(-50,-50,0)
(-46.23886,-51.575,0)
(-51,-51,0)
(51.67686,6.043323,0)
(-52.89887,-53.73008,0)
(54.60167,11.28217,0)
(-61.46173,-56.50088,0)
(66.30088,32.23756,0)
(-80.49033,-62.65823,0)
(74.58782,47.08097,0)
(-97.88905,-67.35613,0)
(84.1524,64.64694,0)
(-91.8149,40.90945,0)
(-3,-3,0)
(-2,-4,0)
(-4,-4,0)
(-3,-5,0)
(-5,-5,0)
(-4,-6,0)
(-6,-6,0)
(-5,-7,0)
(-7,-7,0)
(-6,-8,0)
(-8,-8,0)
(-7,-9,0)
(-9,-9,0)
(-8,-10,0)
(-10,-10,0)
(-9,-11,0)
(-11,-11,0)
(-10,-12,0)
(-12,-12,0)
(-11,-13,0)
(-13,-13,0)
(-12,-14,0)
(-14,-14,0)
(-13,-15,0)
(-15,-15,0)
(-14,-16,0)
(-16,-16,0)
(-15,-17,0)
(-17,-17,0)
(-16,-18,0)
(-18,-18,0)
(-17,-19,0)
(-19,-19,0)
(-18,-20,0)
(-20,-20,0)
(-19,-21,0)
(-21,-21,0)
(-20,-22,0)
(-22,-22,0)
(-21,-23,0)
(-23,-23,0)
(-22,-24,0)
(-24,-24,0)
(-23,-25,0)
(-25,-25,0)
(-24,-26,0)
(-26,-26,0)
(-25,-27,0)
(-27,-27,0)
(-26,-28,0)
(-28,-28,0)
(-27,-29,0)
(-29,-29,0)
(-28,-30,0)
(-30,-30,0)
(-29,-31,0)
(-31,-31,0)
(-30,-32,0)
(-32,-32,0)
(-31,-33,0)
(-33,-33,0)
(-32,-34,0)
(-34,-34,0)
(-33,-35,0)
(-35,-35,0)
(-34,-36,0)
(-36,-36,0)
(-35,-37,0)
(-37,-37,0)
(-36,-38,0)
(-38,-38,0)
(-37,-39,0)
(-39,-39,0)
(-38,-40,0)
(-40,-40,0)
(-39,-41,0)
(-41,-41,0)
(-40,-42,0)
(-42,-42,0)
(-41,-43,0)
(-43,-43,0)
(-42,-44,0)
(-44,-44,0)
(-43,-45,0)
(-45,-45,0)
(-44,-46,0)
(-46,-46,0)
(-45,-47,0)
(-47,-47,0)
(-46,-48,0)
(-48,-48,0)
(-47,-49,0)
(-49,-49,0)
(-48,-50,0)
(-50,-50,0)
(-49,-51,0)
(-51,-51,0)
(-50,-52,0)
(-52,-52,0)
(-51,-53,0)
(-53,-53,0)
(-52,-54,0)
(-54,-54,0)
(-53,-55,0)
(-55,-55,0)
(-54,-56,0)
(-56,-56,0)
(-55,-57,0)
(-57,-57,0)
(-56,-58,0)
(-58,-58,0)
(-57,-59,0)
(-59,-59,0)
(-58,-60,0)
(-60,-60,0)
(-59,-61,0)
(-61,-61,0)
(-60,-62,0)
(-62,-62,0)
(-61,-63,0)
(-63,-63,0)
(-62,-64,0)
(-64,-64,0)
(-63,-65,0)
(-65,-65,0)
(-64,-66,0)
(14.25692,-66.49722,0)
(-66,-66,0)
(91.24921,-30.35611,0)
(93.30505,-57.27773,0)
(94.68286,-62.18708,0)
(-94.23218,5.993026,0)
(-93.1962,20.95721,0)
(-92.36742,32.92855,0)
(-91.33143,47.89273,0)
(-3,-3,0)
(-2,-4,0)
(-4,-4,0)
(-3,-5,0)
(-5,-5,0)
(-4,-6,0)
(-6,-6,0)
(-5,-7,0)
(-7,-7,0)
(-6,-8,0)
(-8,-8,0)
(-7,-9,0)
(-9,-9,0)
(-8,-10,0)
(-10,-10,0)
(-9,-11,0)
(-11,-11,0)
(-10,-12,0)
(-12,-12,0)
(-11,-13,0)
(-13,-13,0)
(-12,-14,0)
(-14,-14,0)
(-13,-15,0)
(-15,-15,0)
(-14,-16,0)
(-16,-16,0)
(-15,-17,0)
(-17,-17,0)
(-16,-18,0)
(-18,-18,0)
(-17,-19,0)
(-19,-19,0)
(-18,-20,0)
(-20,-20,0)
(-19,-21,0)
(-21,-21,0)
(-20,-22,0)
(-22,-22,0)
(-21,-23,0)
(-23,-23,0)
(-22,-24,0)
(-24,-24,0)
(-23,-25,0)
(-25,-25,0)
(-24,-26,0)
(-26,-26,0)
(-25,-27,0)
(-27,-27,0)
(-26,-28,0)
(-28,-28,0)
(-27,-29,0)
(-29,-29,0)
(-28,-30,0)
(-30,-30,0)
(-29,-31,0)
(-31,-31,0)
(-30,-32,0)
(-32,-32,0)
(-31,-33,0)
(-33,-33,0)
(-32,-34,0)
(-7.829912,29.04201,0)
(-10.64948,26.1134,0)
(-12.76416,23.91693,0)
(-13.46905,23.18478,0)
(-14.87883,21.72048,0)
(-15.58372,20.98832,0)
(-32.50114,3.416647,0)
(-34,-34,0)
(-33,-35,0)
(-6.420128,30.50632,0)
(-11.65161,25.66741,0)
(-35,-35,0)
(-34,-36,0)
(-7.658166,30.28746,0)
(-9.772843,28.091,0)
(-36,-36,0)
(-35,-37,0)
(-37,-37,0)
(-36,-38,0)
(1.036453,38.84616,0)
(-38,-38,0)
(-37,-39,0)
(-39,-39,0)
(-38,-40,0)
(-35.08547,5.904754,0)
(-40,-40,0)
(-39,-41,0)
(1,42,0)
(-1.014733,40.82098,0)
(-31.15335,10.58384,0)
(-41,-41,0)
(-40,-42,0)
(-31,12,0)
(-42,-42,0)
(-41,-43,0)
(-2.252771,40.60212,0)
(-5,39,0)
(-15,29,0)
(-16,28,0)
(-17,27,0)
(-18,26,0)
(-21,23,0)
(-22,22,0)
(-23,21,0)
(-41,2,0)
(-42,1,0)
(-42.43162,-1.130612,0)
(-43,-43,0)
(-42,-44,0)
(-20,25,0)
(-44.31256,-7.784509,0)
(-44,-44,0)
(-43,-45,0)
(-5,41,0)
(-45,-2,0)
(-45,-45,0)
(-44,-46,0)
(-46,-46,0)
(-45,-47,0)
(-47,-47,0)
(-46,-48,0)
(-48,-48,0)
(-47,-49,0)
(-49,-49,0)
(-48,-50,0)
(-31,20,0)
(-50,-8,0)
(-50,-50,0)
(-49,-51,0)
(-50.89033,-9.916451,0)
(-51,-51,0)
(-50,-52,0)
(-52.30011,-11.38076,0)
(-52,-52,0)
(-51,-53,0)
(-53,-53,0)
(-52,-54,0)
(-54,-54,0)
(-53,-55,0)
(-55.11968,-14.30937,0)
(-55.59084,-19.49896,0)
(-55,-55,0)
(-54,-56,0)
(-56,-56,0)
(-55,-57,0)
(-57,-57,0)
(-56,-58,0)
(-58.4104,-22.42757,0)
(-58,-58,0)
(-57,-59,0)
(-59,-59,0)
(-58,-60,0)
(-60.05392,-19.43444,0)
(-60,-60,0)
(-59,-61,0)
(-61,-61,0)
(-60,-62,0)
(-62,-62,0)
(-61,-63,0)
(-63.54739,-25.94665,0)
(-63,-63,0)
(-62,-64,0)
(-64.23679,-28.10452,0)
(-64.92618,-30.2624,0)
(-64,-64,0)
(-63,-65,0)
(-65,-65,0)
(-64,-66,0)
(14.25692,-66.49722,0)
(-67.04086,-32.45886,0)
(-66,-66,0)
(-67.76125,-31.76529,0)
(-69.62518,-29.97075,0)
(-69.92242,-29.68459,0)
(-71.3322,-31.14889,0)
(-72.03709,-31.88104,0)
(-73.14964,-33.63152,0)
(-75.56155,-35.54181,0)
(-78,-43,0)
(-76.97134,-37.00612,0)
(-78.3388,-41.3101,0)
(-79.23235,-40.61982,0)
(-79.08601,-39.20258,0)
(-81,-40,0)
(91.24921,-30.35611,0)
(93.30505,-57.27773,0)
(-94.64658,0.007353706,0)
(94.68286,-62.18708,0)
(-94.37032,3.997802,0)
(-94.23218,5.993026,0)
(-93.1962,20.95721,0)
(-92.36742,32.92855,0)
(-91.33143,47.89273,0)
